date,plate,park_location,service,arrival_time,start_handling_time,stop_handling_time,exit_time,qtime,htime,extime,dtime,loading,del_pick,del_size,pick_size,refrigerated,vehicle_type,vehicle_model,no_workers,side_company,side_postal,commodity_type,commodity_extra,number_stores,store_name1,store_floor1,store_number1,store_type1,opening1,no_branches1,link1,store_name2,store_floor2,store_number2,store_type2,opening2,no_branches2,link2,store_name3,store_floor3,store_number3,store_type3,opening3,no_branches3,link3,store_name4,store_floor4,store_number4,store_type4,opening4,no_branches4,link4,logo,employer,employer_type,reloads,stops,origin,origin_extra,morning_load,erp,start_work,stop_work,gas_refills,flex,flex_extra
26/06/15,YL279D,NA,GV,26/06/15 13:30,NA,NA,26/06/15 13:44,NA,NA,NA,14.38333333,NA,NA,NA,NA,NA,ClosedLightTrucks,Others (Closed light),NA,NA,NA,nonperishable_food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNILEVER FOOD SOLUTION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GBD302U,carpark,GV,26/06/15 13:30,26/06/15 13:31,26/06/15 14:08,26/06/15 14:08,1.85,36.66666667,0,38.51666667,NA,NA,NA,NA,NA,SmallVans,Others (Light),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SIGNMAKERS.SG,SIGNMAKERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,YF3333S,NA,GV,26/06/15 13:30,NA,NA,26/06/15 14:03,NA,NA,NA,33.73333333,NA,NA,NA,NA,NA,OpenLightTrucks,Others (Open light),NA,NA,NA,service_trash,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WE BELIEVE IN SERVICE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GBC8917M,LB,GV,26/06/15 13:32,26/06/15 13:34,26/06/15 14:40,26/06/15 14:40,2,66,0,68,1,3,0.5,0.2,N,ClosedLightTrucks,TOYOTA DYNA,2,FRANSON INTERNATIONAL PL,486132,clothing_accessories,SHOES,NA,Black Hammer,2,47,bags_shoes, 10am to 10pm,7, http://www.streetdirectory.com/businessfinder/company_detail.php?companyid=157106&branchid=138255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FRANSON INTERNATIONAL PL,FRANSON INTERNATIONAL,BLACK HAMMER",FRANSON,RETAILER,1,14,BEDOK,NA,NA,NA,NA,NA,NA,Y,NA
26/06/15,YN7460P,LB,GV,26/06/15 13:33,26/06/15 13:43,26/06/15 13:58,26/06/15 13:58,10,15,0,25,1,3,1,NA,Y,ClosedLightTrucks,FUSO CANTER,1,NA,NA,nonperishable_food,FOOD,2,Xin Wang Hong Kong Cafe,1,45/48, food_restaurants, 10am to 2am,20,http://www.streetdirectory.com/xinwang/,Thai express,2,55/57, food_restaurants, 10am to 10pm,25,http://www.streetdirectory.com/thaiexpresssg/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GX9321E,carpark,GV,26/06/15 13:33,26/06/15 13:34,26/06/15 13:45,26/06/15 13:45,1.333333333,11.08333333,0,12.41666667,NA,NA,NA,NA,NA,LargeVans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GBD2995X,carpark,GV,26/06/15 13:33,26/06/15 13:34,26/06/15 14:02,26/06/15 14:02,1.416666667,28.36666667,0,29.78333333,NA,NA,NA,NA,NA,SmallVans,TOYOTA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MOKLEE.COM,MOK LEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GZ9709K,NA,GV,26/06/15 13:33,NA,NA,26/06/15 13:34,NA,NA,NA,1.516666667,NA,NA,NA,NA,NA,SmallVans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GBD7804G,carpark,service,26/06/15 13:34,26/06/15 13:35,NA,26/06/15 13:35,1.833333333,NA,NA,1.833333333,NA,NA,NA,NA,NA,LargeVans,NISSAN,NA,NA,NA,service_trash,service,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KC SECURITY AND INVESTIGATION SERVICES,KC SECURITY&INVESTIGATION SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,YM8148R,LB,GV,26/06/15 13:35,26/06/15 13:44,26/06/15 16:23,26/06/15 16:23,9,159,0,168,NA,NA,NA,NA,N,ClosedLightTrucks,MITSUBISHI FUSO CANTER,1,NA,NA,prepared_food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BREADTALK,BREADTALK,BREADTALK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GBD4998A,street,GV,26/06/15 13:35,NA,NA,26/06/15 13:40,NA,NA,NA,5.366666667,NA,NA,NA,NA,NA,LargeVans,Toyota Hiace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GBA6624G,NA,GV,26/06/15 13:38,NA,NA,26/06/15 13:48,NA,NA,NA,10.96666667,NA,NA,NA,NA,NA,SmallVans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,YN5023G,NA,GV,26/06/15 13:38,NA,NA,26/06/15 13:42,NA,NA,NA,4.7,NA,NA,NA,NA,NA,OpenLightTrucks,Others (Open light),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EVERLASTGROUP,EVERLAST GROUP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,YN1012P,LB,garbage,26/06/15 13:38,26/06/15 13:46,26/06/15 13:53,26/06/15 13:53,8,7,0,15,NA,2,0,NA,N,Others,MITSUBISHI FIGHTER,2,SIN GUAN LEE TRADING,608601,service_trash,"SERVICES,TRASH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RUBBISH TRUCK,SIN GUAN LEE TRADING",NA,NA,4,2,"YISHUN,WOODLANDS,SEMBAWANG","NORTHPOINT,SUNPLAZA,WOODLANDS",NA,N,06:00,18:00,NA,NA,NA
26/06/15,YL342D,NA,GV,26/06/15 13:39,NA,NA,26/06/15 13:52,NA,NA,NA,13.46666667,NA,NA,NA,NA,NA,ClosedLightTrucks,NISSAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GY8498E,street,GV,26/06/15 13:40,26/06/15 13:45,26/06/15 14:33,26/06/15 14:33,5,48,0,53,2,1,0.7,0,Y,ClosedLightTrucks,MITSUBISHI CANTER,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BIG FOOT,TRANSPORTATION/LOGISTIC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GBB5045D,NA,GV,26/06/15 13:41,NA,NA,26/06/15 13:42,NA,NA,NA,1.216666667,NA,NA,NA,NA,NA,OpenLightTrucks,TOYOTA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IOS IMAGE DISPLAY SOLUTIONS,IMAGE DISPLAY SOLUTION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GBC8865D,carpark,GV,26/06/15 13:42,26/06/15 13:43,26/06/15 13:51,26/06/15 13:51,1.3,7.75,0,9.05,NA,NA,NA,NA,NA,LargeVans,NISSAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GY2360H,carpark,GV,26/06/15 13:42,26/06/15 13:43,26/06/15 14:14,26/06/15 14:14,1.833333333,30.93333333,0,32.76666667,NA,NA,NA,NA,NA,LargeVans,Others (Vans),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GQ1155H,LB,GV,26/06/15 13:43,26/06/15 13:59,26/06/15 14:09,26/06/15 14:09,16,10,0,26,1,NA,NA,NA,N,OpenLightTrucks,TOYOTA DYNA,1,JIAN JOE TRADING,760846,fresh_frozen_food,VEGGIE,NA,Kopitiam,B2,10, food_restaurants, 7am to 10pm,77,http://www.kopitiam.biz/search-results/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YISHUN,JIAN JOE,NA,2,"10,20",YISHUN,NA,NA,Y,06:00,15:00,"3,4",N,NA
26/06/15,GX1727X,street,GV,26/06/15 13:44,26/06/15 13:45,26/06/15 13:49,26/06/15 13:49,1.316666667,4.433333333,0,5.75,NA,NA,NA,NA,NA,LargeVans,MITSUBISHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,YK4218J,street,GV,26/06/15 13:46,26/06/15 13:50,26/06/15 14:01,26/06/15 14:01,4,11,0,15,3,1,0.5,0,N,HeavyTrucks,ISUZU NPD,2,CHC,NA,electronics,TELEPHONE,1,Challenger,3,Dec-15, electronic, 11am to 9.30pm,23, http://www.challenger.com.sg/store_locator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHC DIRECT INJECTION,CHC,TRANSPORTATION/LOGISTIC,1,5,TUAS,TUAS AVE 13,4,NA,08:30,17:30,3,NA,NA
26/06/15,GBD6031B,NA,GV,26/06/15 13:48,NA,NA,26/06/15 13:50,NA,NA,NA,2.15,NA,NA,NA,NA,NA,ClosedLightTrucks,Others (Closed light),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIGEON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,PC2224C,street,people,26/06/15 13:51,26/06/15 14:01,26/06/15 16:35,26/06/15 16:35,10,154,0,164,NA,4,0,0,N,LargeVans,NISSAN NV350 ,2,NA,NA,service_trash,"SERVICES,PICKING UP A PERSON,ALUMINIUM TAILGATE?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HONG LEONG FOUNDATION SERENITY CANCER+ELDER CARE,ALLUMINIUM TAILGATE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GBC4464D,NA,GV,26/06/15 13:52,NA,NA,26/06/15 13:58,NA,NA,NA,6.75,NA,NA,NA,NA,NA,ClosedLightTrucks,Toyota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GY6405L,carpark,GV,26/06/15 13:52,26/06/15 13:53,26/06/15 14:42,26/06/15 14:42,1.766666667,49.05,0,50.81666667,NA,NA,NA,NA,NA,OpenLightTrucks,NISSAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GBA4666Z,NA,GV,26/06/15 13:52,26/06/15 13:54,26/06/15 14:14,26/06/15 14:14,2.05,20,0,22.05,NA,NA,NA,NA,NA,OpenLightTrucks,Others (Open light),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,SJU3038T,street,service,26/06/15 13:54,NA,NA,26/06/15 14:00,NA,NA,NA,6.166666667,NA,NA,NA,NA,NA,LargeVans,Toyota Hiace,NA,NA,NA,service_trash,"ambulance,service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EMERGENCY AMBULANCE,EMERGENCY AMBULANCE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,YN3396T,LB,GV,26/06/15 13:56,26/06/15 14:34,26/06/15 14:51,26/06/15 14:51,38,17,0,55,2,1,1,0,Y,ClosedLightTrucks,ISUZU REWARD,1,FROSIS WAREHOUSE@TUAS,639041,prepared_food,BREAD/DRINKS,2,Cold Storage,B1,Nov-16, supermarket, 8am to 10.30pm,59,http://www.streetdirectory.com/businessfinder/company_detail.php?companyid=119735&branchid=138255,Four Leaves,B1,09-Oct, food_restaurants, 10am to 10pm,33,http://www.streetdirectory.com/businessfinder/company_detail.php?companyid=32606&branchid=124082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 TUAS AVE 12,FROSIS,TRANSPORTATION/LOGISTIC,1,"10,12",TUAS,FROSIS WAREHOUSE,3,NA,06:15,18:00,2,NA,NA
26/06/15,GM2179B,LB,GV,26/06/15 13:59,26/06/15 14:08,26/06/15 14:19,26/06/15 14:19,9,11,0,20,2,1,0.5,0,Y,ClosedLightTrucks,Others (Closed light),1,CHYE HUAT TRADING,NA,fresh_frozen_food,FOOD,1,Kopitiam,B2,10, food_restaurants, 7am to 10pm,77,http://www.kopitiam.biz/search-results/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHAI HUAT TRADING,SUPPLIER,NA,"20,25",JURONG,NA,NA,Y,NA,NA,3,N,NA
26/06/15,YL2663P,NA,GV,26/06/15 13:59,NA,NA,26/06/15 14:02,NA,NA,NA,3.133333333,NA,NA,NA,NA,NA,HeavyTrucks,Others- FA/FI/FIGHTER/FH/FK/FM/FP/FV/FJ/FO/FZ/SUPER GREAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YAN HE LI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GX1546B,carpark,GV,26/06/15 14:00,26/06/15 14:01,26/06/15 14:35,26/06/15 14:35,1.45,33.8,0,35.25,NA,NA,NA,NA,NA,LargeVans,TOYOTA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GBD6319Y,NA,GV,26/06/15 14:01,NA,NA,26/06/15 14:03,NA,NA,NA,2.866666667,NA,NA,NA,NA,NA,LargeVans,Others (Vans),NA,NA,NA,service_trash,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CERTIS CISCO AUXILIARY POLICE,AUXILIARY POLICE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GX7027T,LB,GV,26/06/15 14:02,26/06/15 14:20,26/06/15 14:42,26/06/15 14:42,18,22,0,40,2,1,0.5,0,N,SmallVans,KIA,1,THIAM HENG AUTO PTE LTD,658064,electronics,HANDPHONES+ACCESSORIES,1,Singtel Exclusive Retailer (Novel Communication),B1,36, electronic, 10am to 10pm,9,http://www.streetdirectory.com/novelcommunication/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRANSPORTATION/LOGISTICS,COURIER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GBC5546U,LB,GV,26/06/15 14:03,26/06/15 14:10,26/06/15 14:38,26/06/15 14:38,7,28,0,35,1,1,1.5,0,N,ClosedLightTrucks,NISSAN CABSTAR,NA,KIDDY PALACE PTE LTD,416001,clothing_accessories,CHILDREN'S TOY&CLOTHES&STUFF,1,Kiddy Palace,2,08-Nov, childrenswear_toys_maternity, 10am to 10pm,15,http://www.streetdirectory.com/kiddypalace/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KIDDY PALACE YOUR CHILDREN'S DEPARTMENT STORE,KIDDY PALACE",KIDDY PALACE,RETAILER,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GBB6244P,NA,GV,26/06/15 14:03,NA,NA,26/06/15 14:04,NA,NA,NA,1.783333333,NA,NA,NA,NA,NA,LargeVans,Toyota Hiace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAKESHORE,LAKESHORE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GY675D,LB,GV,26/06/15 14:04,26/06/15 14:24,26/06/15 14:57,26/06/15 14:57,20,33,0,53,1,3,0.1,1,N,LargeVans,Others (Vans),2,MAPLE FREIGHT EXPRESS,417835,electronics,IT PRODUCTS,1,CyberActive Technology,3,36/38, electronic, 10am to 10pm,10,http://www.streetdirectory.com/cyberactive/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAN LEONG TECHNOLOGIES,SUPPLIER,2,"20,25",KALLANG,NA,4,Y,08:00,17:00,3,Y,NA
26/06/15,SKN2683L,NA,GV,26/06/15 14:05,NA,NA,26/06/15 14:06,NA,NA,NA,1.883333333,NA,NA,NA,NA,NA,SmallVans,Toyota Hiace,NA,NA,NA,service_trash,service,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMBULANCE,AMBULANCE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GBA8405J,NA,GV,26/06/15 14:06,NA,NA,26/06/15 14:07,NA,NA,NA,1.866666667,NA,NA,NA,NA,NA,SmallVans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,PC2073X,street,service,26/06/15 14:07,NA,NA,26/06/15 14:09,NA,NA,NA,2.116666667,NA,NA,NA,NA,NA,LargeVans,NISSAN NV350 ,NA,NA,NA,service_trash,passenger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GBB7519R,street,GV,26/06/15 14:08,26/06/15 14:10,26/06/15 14:12,26/06/15 14:12,2,2,0,4,1,4,0,0,N,OpenLightTrucks,TOYOTA,2,PROSPER MARINE,605586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PROSPER ENVIRONMENTAL+ENGINEERING,PROSPER ENVIRONMENTAL AND ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,YN7783H,NA,GV,26/06/15 14:09,NA,NA,26/06/15 14:18,NA,NA,NA,9.916666667,NA,NA,NA,NA,NA,ClosedLightTrucks,Others (Closed light),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,YL4325C,LB,GV,26/06/15 14:09,26/06/15 14:40,26/06/15 14:50,26/06/15 14:50,31,10,0,41,1,1,0.2,0,N,ClosedLightTrucks,ISUZU NHR,1,KALLANG,349584,pharmaceutical,BUNDAGE,1,Guardian,B1,01-Feb, pharmacy_healthcare, 10am to 10pm,111, http://www.streetdirectory.com/guardian/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ASSISTED LIVING,TRANSPORTATION/LOGISTIC,0,14,KALLANG,NA,2,Y,08:30,17:30,3,Y,FLEXIBLE TIMING FOR DELIVERING INCLUDING LUNCH TIME
26/06/15,GV6228Y,carpark,GV,26/06/15 14:09,26/06/15 14:11,26/06/15 14:23,26/06/15 14:23,2.366666667,12.05,0,14.41666667,NA,NA,NA,NA,NA,LargeVans,NISSAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GM88X,NA,GV,26/06/15 14:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LargeVans,LEXUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GW1806G,carpark,GV,26/06/15 14:10,26/06/15 14:11,26/06/15 15:14,26/06/15 15:14,1.716666667,62.73333333,0,64.45,NA,NA,NA,NA,NA,SmallVans,TOYOTA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CORBELL,CORBELL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GBB1780R,carpark,GV,26/06/15 14:10,26/06/15 14:15,26/06/15 14:30,26/06/15 14:30,5.016666667,15.88333333,0,20.9,NA,NA,NA,NA,NA,LargeVans,Toyota Hiace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,GBA727H,carpark,GV,26/06/15 14:11,26/06/15 14:13,26/06/15 15:32,26/06/15 15:32,2.316666667,79.03333333,0,81.35,NA,NA,NA,NA,NA,SmallVans,TOYOTA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,YK4592C,carpark,GV,26/06/15 14:12,26/06/15 14:13,26/06/15 14:34,26/06/15 14:34,1.833333333,20.36666667,0,22.2,NA,NA,NA,NA,NA,OpenLightTrucks,Others (Open light),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/15,YN2783R,street,GV,26/06/15 14:12,26/06/15 14:13,26/06/15 14:15,26/06/15 14:15,1,2,0,3,NA,1,0.3,0,Y,ClosedLightTrucks,Others (Closed light),2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FROSTS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
