"time","2015-06-24","2015-06-25","2015-06-26","2016-01-21","2016-01-22"
2016-01-01 10:19:24,8,9,26,29,41
2016-01-01 10:19:25,8,9,25,29,41
2016-01-01 10:19:34,8,9,25,29,40
2016-01-01 10:19:35,8,9,25,28,40
2016-01-01 10:19:41,8,9,25,28,39
2016-01-01 10:19:46,8,9,25,28,38
2016-01-01 10:19:56,8,9,25,28,39
2016-01-01 10:20:05,8,9,25,29,39
2016-01-01 10:20:15,8,9,25,29,40
2016-01-01 10:20:15,8,9,25,29,41
2016-01-01 10:20:15,8,9,25,29,40
2016-01-01 10:20:15,8,9,25,29,41
2016-01-01 10:20:24,8,8,25,30,41
2016-01-01 10:20:24,8,8,25,30,41
2016-01-01 10:20:28,8,8,26,30,40
2016-01-01 10:20:28,8,8,26,30,40
2016-01-01 10:20:32,8,8,26,30,39
2016-01-01 10:20:42,8,8,25,30,39
2016-01-01 10:20:43,8,8,26,30,39
2016-01-01 10:20:45,8,8,26,31,39
2016-01-01 10:21:08,8,8,26,32,39
2016-01-01 10:21:13,8,8,26,33,39
2016-01-01 10:21:14,8,8,26,32,39
2016-01-01 10:21:24,7,8,26,32,39
2016-01-01 10:21:26,7,8,25,32,39
2016-01-01 10:21:36,7,8,25,32,40
2016-01-01 10:21:58,7,8,25,32,40
2016-01-01 10:21:58,7,8,26,32,40
2016-01-01 10:21:58,7,8,25,32,40
2016-01-01 10:21:58,7,8,26,32,40
2016-01-01 10:22:02,7,8,26,32,41
2016-01-01 10:22:03,7,8,26,32,40
2016-01-01 10:22:05,7,8,26,31,40
2016-01-01 10:22:14,7,8,26,31,41
2016-01-01 10:22:24,6,8,26,31,40
2016-01-01 10:22:24,6,8,26,31,40
2016-01-01 10:22:25,6,8,24,31,40
2016-01-01 10:22:33,6,8,24,32,40
2016-01-01 10:22:40,6,8,23,32,40
2016-01-01 10:22:44,6,9,23,32,40
2016-01-01 10:22:46,6,9,22,32,40
2016-01-01 10:22:47,6,9,22,32,39
2016-01-01 10:22:50,6,9,22,33,39
2016-01-01 10:22:57,6,9,22,34,39
2016-01-01 10:23:01,6,9,22,33,39
2016-01-01 10:23:08,6,9,22,34,39
2016-01-01 10:23:11,6,9,22,34,40
2016-01-01 10:23:17,6,9,22,34,39
2016-01-01 10:23:20,6,9,22,33,39
2016-01-01 10:23:31,6,9,22,33,38
2016-01-01 10:23:38,6,9,22,33,37
2016-01-01 10:23:41,6,9,22,33,38
2016-01-01 10:23:47,7,9,22,32,38
2016-01-01 10:23:47,7,9,22,32,38
2016-01-01 10:23:49,7,9,22,33,38
2016-01-01 10:23:52,7,9,22,32,38
2016-01-01 10:23:54,8,9,22,32,38
2016-01-01 10:23:58,8,9,22,33,38
2016-01-01 10:24:05,8,9,23,33,38
2016-01-01 10:24:08,8,8,23,33,38
2016-01-01 10:24:25,8,8,23,34,38
2016-01-01 10:24:30,8,8,23,35,38
2016-01-01 10:24:36,8,8,23,34,38
2016-01-01 10:24:43,8,8,23,34,37
2016-01-01 10:24:49,8,8,23,34,36
2016-01-01 10:24:50,8,8,23,33,36
2016-01-01 10:24:51,8,8,23,32,36
2016-01-01 10:24:59,8,8,23,32,35
2016-01-01 10:25:03,8,8,23,31,35
2016-01-01 10:25:04,8,9,23,31,35
2016-01-01 10:25:08,8,9,23,31,36
2016-01-01 10:25:10,8,9,23,32,36
2016-01-01 10:25:24,8,8,23,32,36
2016-01-01 10:25:30,8,8,23,30,36
2016-01-01 10:25:30,8,8,23,31,36
2016-01-01 10:25:30,8,8,23,30,36
2016-01-01 10:25:30,8,8,23,31,36
2016-01-01 10:25:31,9,8,23,31,36
2016-01-01 10:25:32,9,8,23,31,37
2016-01-01 10:25:33,9,8,24,31,37
2016-01-01 10:25:55,9,8,24,31,38
2016-01-01 10:26:03,9,8,24,31,38
2016-01-01 10:26:06,9,8,24,32,38
2016-01-01 10:26:12,9,8,24,31,39
2016-01-01 10:26:12,9,8,24,31,39
2016-01-01 10:26:24,9,7,24,32,39
2016-01-01 10:26:24,9,7,24,32,39
2016-01-01 10:26:42,9,7,24,32,40
2016-01-01 10:26:49,9,7,24,32,39
2016-01-01 10:26:49,9,7,24,32,38
2016-01-01 10:26:49,9,7,24,32,37
2016-01-01 10:26:49,9,7,24,32,39
2016-01-01 10:26:49,9,7,24,32,38
2016-01-01 10:26:49,9,7,24,32,37
2016-01-01 10:26:49,9,7,24,32,39
2016-01-01 10:26:49,9,7,24,32,38
2016-01-01 10:26:49,9,7,24,32,37
2016-01-01 10:26:55,8,7,24,32,37
2016-01-01 10:26:56,8,7,24,32,38
2016-01-01 10:27:00,8,7,25,32,38
2016-01-01 10:27:07,8,7,24,32,38
2016-01-01 10:27:14,8,7,24,31,38
2016-01-01 10:27:18,8,7,25,31,38
2016-01-01 10:27:21,8,7,25,30,38
2016-01-01 10:27:43,8,7,25,31,38
2016-01-01 10:27:49,8,7,25,31,37
2016-01-01 10:27:49,8,7,25,31,36
2016-01-01 10:27:49,8,7,25,31,35
2016-01-01 10:27:49,8,7,25,31,37
2016-01-01 10:27:49,8,7,25,31,36
2016-01-01 10:27:49,8,7,25,31,35
2016-01-01 10:27:49,8,7,25,31,37
2016-01-01 10:27:49,8,7,25,31,36
2016-01-01 10:27:49,8,7,25,31,35
2016-01-01 10:27:57,8,7,25,31,36
2016-01-01 10:27:58,8,8,25,31,36
2016-01-01 10:28:00,8,8,26,31,36
2016-01-01 10:28:01,8,8,26,32,36
2016-01-01 10:28:23,8,8,26,32,37
2016-01-01 10:28:24,7,8,26,32,37
2016-01-01 10:28:27,7,8,27,32,37
2016-01-01 10:28:28,7,8,27,32,38
2016-01-01 10:28:30,7,8,27,32,37
2016-01-01 10:28:32,7,8,27,32,38
2016-01-01 10:28:33,7,8,27,32,39
2016-01-01 10:29:01,7,8,27,33,39
2016-01-01 10:29:05,7,8,26,33,39
2016-01-01 10:29:07,7,8,26,33,38
2016-01-01 10:29:24,7,7,26,33,38
2016-01-01 10:29:26,7,7,26,33,39
2016-01-01 10:29:31,7,7,25,33,39
2016-01-01 10:29:48,7,7,25,32,39
2016-01-01 10:29:55,7,7,26,32,39
2016-01-01 10:29:56,7,7,26,33,39
2016-01-01 10:30:06,7,7,27,33,39
2016-01-01 10:30:13,7,7,27,33,40
2016-01-01 10:30:15,7,7,27,33,39
2016-01-01 10:30:19,7,7,27,32,40
2016-01-01 10:30:19,7,7,27,32,40
2016-01-01 10:30:25,7,7,26,32,40
2016-01-01 10:30:28,7,7,27,32,40
2016-01-01 10:30:30,7,7,27,32,41
2016-01-01 10:30:48,7,7,28,32,41
2016-01-01 10:31:01,7,7,28,32,40
2016-01-01 10:31:10,7,7,29,32,40
2016-01-01 10:31:15,7,7,29,33,40
2016-01-01 10:31:20,7,7,29,32,40
2016-01-01 10:31:24,6,7,29,32,40
2016-01-01 10:31:29,6,7,29,31,40
2016-01-01 10:31:34,6,7,28,31,40
2016-01-01 10:31:49,6,7,28,31,41
2016-01-01 10:31:49,6,7,28,31,40
2016-01-01 10:31:49,6,7,28,31,41
2016-01-01 10:31:49,6,7,28,31,40
2016-01-01 10:32:05,6,7,28,31,41
2016-01-01 10:32:20,6,7,29,31,41
2016-01-01 10:32:21,6,7,29,30,41
2016-01-01 10:32:28,6,7,28,30,41
2016-01-01 10:32:29,6,7,28,30,40
2016-01-01 10:32:38,6,7,28,30,39
2016-01-01 10:32:49,6,7,27,30,39
2016-01-01 10:32:50,6,7,27,30,38
2016-01-01 10:33:12,6,7,26,31,38
2016-01-01 10:33:12,6,7,26,31,38
2016-01-01 10:33:13,6,7,26,32,38
2016-01-01 10:33:17,6,8,26,32,37
2016-01-01 10:33:17,6,8,26,32,37
2016-01-01 10:33:18,6,8,26,33,37
2016-01-01 10:33:24,6,7,26,33,37
2016-01-01 10:33:27,6,7,26,34,37
2016-01-01 10:33:30,6,7,26,35,37
2016-01-01 10:33:32,6,7,27,35,37
2016-01-01 10:33:38,6,7,27,35,38
2016-01-01 10:33:49,6,7,27,35,37
2016-01-01 10:34:00,6,7,27,34,37
2016-01-01 10:34:07,6,7,27,35,37
2016-01-01 10:34:14,6,7,28,35,37
2016-01-01 10:34:18,6,7,27,35,37
2016-01-01 10:34:20,6,7,27,34,37
2016-01-01 10:34:24,5,7,27,34,37
2016-01-01 10:34:29,5,7,27,34,36
2016-01-01 10:34:35,5,7,27,35,36
2016-01-01 10:34:40,5,7,26,35,36
2016-01-01 10:34:48,5,7,26,34,36
2016-01-01 10:34:49,5,7,26,34,35
2016-01-01 10:35:01,5,7,26,34,36
2016-01-01 10:35:12,5,7,25,35,36
2016-01-01 10:35:12,5,7,25,35,36
2016-01-01 10:35:14,5,7,26,35,36
2016-01-01 10:35:23,5,7,26,34,36
2016-01-01 10:35:24,5,7,27,34,36
2016-01-01 10:35:28,5,7,27,33,36
2016-01-01 10:35:32,5,7,27,33,37
2016-01-01 10:35:38,5,7,28,33,37
2016-01-01 10:35:48,6,7,28,33,37
2016-01-01 10:36:09,6,7,27,33,37
2016-01-01 10:36:13,6,8,27,33,37
2016-01-01 10:36:21,6,8,26,33,37
2016-01-01 10:36:22,6,8,26,32,37
2016-01-01 10:36:35,6,8,26,33,37
2016-01-01 10:36:45,6,8,26,33,38
2016-01-01 10:36:45,6,8,26,33,37
2016-01-01 10:36:45,6,8,26,33,36
2016-01-01 10:36:45,6,8,26,33,38
2016-01-01 10:36:45,6,8,26,33,37
2016-01-01 10:36:45,6,8,26,33,36
2016-01-01 10:36:45,6,8,26,33,38
2016-01-01 10:36:45,6,8,26,33,37
2016-01-01 10:36:45,6,8,26,33,36
2016-01-01 10:36:47,6,8,25,33,36
2016-01-01 10:37:02,6,8,24,34,36
2016-01-01 10:37:02,6,8,24,34,36
2016-01-01 10:37:28,6,8,24,33,36
2016-01-01 10:37:37,6,8,25,33,36
2016-01-01 10:37:52,6,8,26,33,36
2016-01-01 10:37:55,6,8,27,33,36
2016-01-01 10:38:09,6,8,26,33,36
2016-01-01 10:38:13,7,8,26,33,36
2016-01-01 10:38:22,7,8,26,33,37
2016-01-01 10:38:24,6,8,26,33,37
2016-01-01 10:38:28,6,8,26,33,38
2016-01-01 10:38:31,6,8,26,33,39
2016-01-01 10:38:32,6,9,26,33,38
2016-01-01 10:38:32,6,9,26,33,38
2016-01-01 10:38:47,6,9,26,32,39
2016-01-01 10:38:47,6,9,26,32,39
2016-01-01 10:38:56,6,9,26,32,40
2016-01-01 10:39:05,6,9,27,32,40
2016-01-01 10:39:07,6,9,27,32,39
2016-01-01 10:39:17,6,9,27,33,39
2016-01-01 10:39:19,6,9,26,33,39
2016-01-01 10:39:24,5,9,26,33,38
2016-01-01 10:39:24,5,9,26,33,38
2016-01-01 10:39:36,5,9,26,33,37
2016-01-01 10:39:39,5,9,27,33,37
2016-01-01 10:39:57,5,9,27,33,38
2016-01-01 10:40:06,5,9,27,33,39
2016-01-01 10:40:18,5,9,27,34,39
2016-01-01 10:40:24,5,8,27,34,39
2016-01-01 10:40:24,5,7,27,34,39
2016-01-01 10:40:24,5,8,27,34,39
2016-01-01 10:40:24,5,7,27,34,39
2016-01-01 10:40:31,5,8,27,34,39
2016-01-01 10:40:32,5,8,27,35,39
2016-01-01 10:40:36,6,8,27,35,39
2016-01-01 10:40:49,6,8,27,33,39
2016-01-01 10:40:49,6,8,27,34,39
2016-01-01 10:40:49,6,8,27,34,39
2016-01-01 10:40:49,6,8,27,33,39
2016-01-01 10:40:57,6,8,27,33,40
2016-01-01 10:40:58,6,8,27,34,41
2016-01-01 10:40:58,6,8,27,34,41
2016-01-01 10:41:04,6,8,27,35,41
2016-01-01 10:41:05,6,8,27,35,40
2016-01-01 10:41:09,6,8,27,35,41
2016-01-01 10:41:12,6,8,28,35,41
2016-01-01 10:41:20,6,8,28,36,41
2016-01-01 10:41:22,6,8,27,36,41
2016-01-01 10:41:23,7,8,27,36,42
2016-01-01 10:41:23,7,8,27,36,42
2016-01-01 10:41:27,7,8,27,37,42
2016-01-01 10:41:45,7,8,26,37,42
2016-01-01 10:42:00,6,8,26,37,42
2016-01-01 10:42:05,6,8,26,38,42
2016-01-01 10:42:11,6,8,26,39,42
2016-01-01 10:42:15,6,8,25,39,43
2016-01-01 10:42:15,6,8,25,39,43
2016-01-01 10:42:16,6,8,25,40,43
2016-01-01 10:42:22,6,8,26,40,43
2016-01-01 10:42:33,6,8,26,41,43
2016-01-01 10:42:45,6,8,26,42,43
2016-01-01 10:42:52,6,8,26,40,43
2016-01-01 10:42:52,6,8,26,41,43
2016-01-01 10:42:52,6,8,26,40,43
2016-01-01 10:42:52,6,8,26,41,43
2016-01-01 10:42:55,6,8,27,41,43
2016-01-01 10:42:57,6,8,27,39,43
2016-01-01 10:43:00,6,8,27,38,43
2016-01-01 10:43:07,6,8,27,39,43
2016-01-01 10:43:08,7,8,27,39,43
2016-01-01 10:43:15,7,8,27,39,42
2016-01-01 10:43:24,7,7,27,39,42
2016-01-01 10:43:25,7,7,27,39,41
2016-01-01 10:43:37,7,8,27,39,41
2016-01-01 10:43:39,7,8,27,39,42
2016-01-01 10:43:49,7,8,27,38,42
2016-01-01 10:43:57,7,8,27,38,43
2016-01-01 10:44:00,7,8,27,38,44
2016-01-01 10:44:01,7,8,28,38,44
2016-01-01 10:44:07,7,8,29,38,44
2016-01-01 10:44:09,7,8,29,38,45
2016-01-01 10:44:15,7,8,29,38,44
2016-01-01 10:44:22,7,8,29,38,43
2016-01-01 10:44:23,7,8,28,38,43
2016-01-01 10:44:24,7,8,28,39,43
2016-01-01 10:44:28,7,8,28,40,43
2016-01-01 10:44:32,6,8,28,40,43
2016-01-01 10:44:34,6,8,28,40,44
2016-01-01 10:44:38,6,8,28,40,45
2016-01-01 10:44:39,6,8,28,40,46
2016-01-01 10:44:41,6,8,29,40,46
2016-01-01 10:44:45,6,8,29,41,47
2016-01-01 10:44:45,6,8,29,41,47
2016-01-01 10:44:47,6,8,29,41,48
2016-01-01 10:44:49,6,8,29,40,48
2016-01-01 10:44:59,6,8,29,40,47
2016-01-01 10:45:07,6,8,28,40,47
2016-01-01 10:45:18,6,8,28,41,47
2016-01-01 10:45:20,6,8,28,40,47
2016-01-01 10:45:24,6,8,28,41,47
2016-01-01 10:45:27,6,8,28,40,47
2016-01-01 10:45:29,6,8,27,40,47
2016-01-01 10:45:33,6,8,27,39,47
2016-01-01 10:45:40,6,8,27,38,47
2016-01-01 10:45:45,6,8,27,37,47
2016-01-01 10:45:48,6,8,28,37,47
2016-01-01 10:45:57,6,8,29,37,46
2016-01-01 10:45:57,6,8,29,37,46
2016-01-01 10:45:58,6,8,28,37,46
2016-01-01 10:46:00,6,9,28,37,46
2016-01-01 10:46:05,6,9,28,38,46
2016-01-01 10:46:14,6,10,28,38,46
2016-01-01 10:46:24,5,10,28,38,46
2016-01-01 10:46:27,6,10,28,38,46
2016-01-01 10:46:32,6,10,28,38,47
2016-01-01 10:46:36,6,10,28,39,48
2016-01-01 10:46:36,6,10,28,39,47
2016-01-01 10:46:36,6,10,28,39,48
2016-01-01 10:46:36,6,10,28,39,47
2016-01-01 10:46:36,6,10,28,39,48
2016-01-01 10:46:36,6,10,28,39,47
2016-01-01 10:46:37,6,10,28,39,46
2016-01-01 10:46:40,6,10,28,40,46
2016-01-01 10:46:42,6,10,28,40,45
2016-01-01 10:46:45,6,10,28,40,44
2016-01-01 10:46:48,6,10,28,40,43
2016-01-01 10:46:57,6,10,28,40,42
2016-01-01 10:46:58,6,10,28,40,43
2016-01-01 10:46:59,6,11,28,40,43
2016-01-01 10:47:04,6,11,28,40,44
2016-01-01 10:47:11,6,11,27,40,44
2016-01-01 10:47:17,6,11,28,40,44
2016-01-01 10:47:21,6,11,28,40,45
2016-01-01 10:47:30,6,11,28,39,45
2016-01-01 10:47:40,6,11,28,38,45
2016-01-01 10:47:42,6,11,28,37,45
2016-01-01 10:47:43,6,11,27,37,45
2016-01-01 10:47:51,6,11,27,37,46
2016-01-01 10:47:54,7,11,27,37,46
2016-01-01 10:47:58,7,11,27,37,45
2016-01-01 10:48:11,7,11,27,37,46
2016-01-01 10:48:17,7,11,27,37,45
2016-01-01 10:48:24,6,10,27,37,45
2016-01-01 10:48:24,6,10,27,37,45
2016-01-01 10:48:26,6,10,26,36,45
2016-01-01 10:48:26,6,10,26,36,45
2016-01-01 10:48:33,6,10,26,36,46
2016-01-01 10:48:42,6,10,27,36,46
2016-01-01 10:48:48,6,10,27,36,45
2016-01-01 10:48:51,6,10,27,36,46
2016-01-01 10:48:52,6,10,27,35,46
2016-01-01 10:48:58,6,10,27,35,47
2016-01-01 10:48:59,6,10,27,35,48
2016-01-01 10:49:18,5,10,27,35,48
2016-01-01 10:49:33,5,10,27,36,48
2016-01-01 10:49:35,5,10,26,36,48
2016-01-01 10:49:38,5,10,26,37,48
2016-01-01 10:49:46,5,10,25,37,48
2016-01-01 10:49:57,5,10,25,38,48
2016-01-01 10:49:59,5,10,26,38,48
2016-01-01 10:50:00,5,10,27,38,47
2016-01-01 10:50:00,5,10,27,38,47
2016-01-01 10:50:02,5,10,27,39,47
2016-01-01 10:50:07,5,10,27,40,47
2016-01-01 10:50:08,5,10,27,41,47
2016-01-01 10:50:11,5,10,27,41,48
2016-01-01 10:50:14,5,10,26,41,48
2016-01-01 10:50:15,5,10,26,42,48
2016-01-01 10:50:24,5,10,25,42,48
2016-01-01 10:50:30,5,10,26,42,48
2016-01-01 10:50:33,5,10,26,42,49
2016-01-01 10:50:53,5,11,26,42,49
2016-01-01 10:51:00,5,11,27,42,49
2016-01-01 10:51:02,5,11,28,42,49
2016-01-01 10:51:04,5,11,27,42,49
2016-01-01 10:51:10,5,11,27,41,49
2016-01-01 10:51:12,5,11,27,41,50
2016-01-01 10:51:16,5,11,27,41,49
2016-01-01 10:51:20,5,11,28,41,49
2016-01-01 10:51:21,5,11,28,41,48
2016-01-01 10:51:22,5,11,29,41,48
2016-01-01 10:51:23,5,11,29,42,48
2016-01-01 10:51:27,5,11,29,42,47
2016-01-01 10:51:28,5,11,29,43,47
2016-01-01 10:51:29,5,11,29,42,47
2016-01-01 10:51:32,5,11,29,43,47
2016-01-01 10:51:35,5,11,29,44,47
2016-01-01 10:51:40,5,11,30,44,47
2016-01-01 10:51:41,5,11,30,44,46
2016-01-01 10:51:46,5,11,30,44,47
2016-01-01 10:51:51,5,11,30,44,48
2016-01-01 10:51:53,5,11,30,44,49
2016-01-01 10:51:58,5,11,30,44,48
2016-01-01 10:52:03,5,11,30,44,49
2016-01-01 10:52:10,5,11,30,43,49
2016-01-01 10:52:12,5,11,30,43,49
2016-01-01 10:52:12,5,11,30,44,49
2016-01-01 10:52:12,5,11,30,44,49
2016-01-01 10:52:12,5,11,30,43,49
2016-01-01 10:52:13,5,11,30,43,48
2016-01-01 10:52:15,5,11,31,43,48
2016-01-01 10:52:17,5,11,30,43,48
2016-01-01 10:52:24,5,10,30,43,48
2016-01-01 10:52:28,5,10,30,43,49
2016-01-01 10:52:40,5,10,30,42,49
2016-01-01 10:52:42,5,10,30,41,49
2016-01-01 10:52:43,5,10,30,42,49
2016-01-01 10:52:45,5,10,30,41,49
2016-01-01 10:53:08,5,10,30,41,48
2016-01-01 10:53:09,5,10,30,41,47
2016-01-01 10:53:13,5,10,30,40,47
2016-01-01 10:53:20,5,10,31,40,46
2016-01-01 10:53:20,5,10,31,40,46
2016-01-01 10:53:26,5,10,30,40,46
2016-01-01 10:53:48,5,10,30,40,46
2016-01-01 10:53:48,5,10,30,41,46
2016-01-01 10:53:48,5,10,30,40,46
2016-01-01 10:53:48,5,10,30,41,46
2016-01-01 10:53:49,5,10,30,41,45
2016-01-01 10:53:54,5,10,30,39,45
2016-01-01 10:53:56,5,10,30,39,44
2016-01-01 10:53:58,5,10,30,39,43
2016-01-01 10:54:02,5,10,30,39,42
2016-01-01 10:54:35,5,10,30,38,43
2016-01-01 10:54:35,5,10,30,38,43
2016-01-01 10:54:37,5,10,30,38,44
2016-01-01 10:54:38,5,10,30,39,45
2016-01-01 10:54:38,5,10,30,39,45
2016-01-01 10:54:40,6,10,30,39,45
2016-01-01 10:54:42,6,10,30,40,45
2016-01-01 10:54:49,6,10,30,40,44
2016-01-01 10:55:05,6,10,30,41,44
2016-01-01 10:55:07,6,10,30,42,44
2016-01-01 10:55:25,6,10,30,42,43
2016-01-01 10:55:30,6,10,30,41,43
2016-01-01 10:56:03,6,10,30,40,43
2016-01-01 10:56:12,6,11,30,40,44
2016-01-01 10:56:12,6,11,30,40,44
2016-01-01 10:56:29,6,11,29,39,44
2016-01-01 10:56:29,6,11,29,39,44
2016-01-01 10:56:36,6,11,30,39,44
2016-01-01 10:56:39,6,11,30,40,44
2016-01-01 10:56:44,6,11,30,39,44
2016-01-01 10:56:46,6,11,30,39,45
2016-01-01 10:56:52,6,11,30,40,45
2016-01-01 10:57:04,6,11,30,41,45
2016-01-01 10:57:07,6,11,30,42,45
2016-01-01 10:57:22,6,11,30,41,45
2016-01-01 10:57:23,6,11,31,41,45
2016-01-01 10:57:35,6,11,31,40,45
2016-01-01 10:57:41,6,11,31,39,45
2016-01-01 10:57:43,6,11,31,38,45
2016-01-01 10:57:53,6,11,30,38,45
2016-01-01 10:58:01,6,11,30,38,45
2016-01-01 10:58:01,6,11,31,38,45
2016-01-01 10:58:01,6,11,31,38,45
2016-01-01 10:58:01,6,11,30,38,45
2016-01-01 10:58:06,6,11,30,38,44
2016-01-01 10:58:10,7,11,30,38,44
2016-01-01 10:58:15,7,11,30,38,43
2016-01-01 10:58:23,7,11,30,38,42
2016-01-01 10:58:24,6,11,30,38,42
2016-01-01 10:58:27,6,11,30,37,42
2016-01-01 10:58:28,6,11,30,37,43
2016-01-01 10:58:31,6,11,30,37,44
2016-01-01 10:58:32,6,11,29,37,44
2016-01-01 10:58:39,6,11,29,38,44
2016-01-01 10:58:46,6,11,29,38,45
2016-01-01 10:58:48,6,11,30,38,45
2016-01-01 10:58:52,6,11,31,38,45
2016-01-01 10:58:59,6,11,31,38,44
2016-01-01 10:59:03,6,11,31,37,44
2016-01-01 10:59:19,6,11,31,37,43
2016-01-01 10:59:20,7,11,31,37,43
2016-01-01 10:59:27,7,11,30,37,43
2016-01-01 10:59:28,7,11,30,38,43
2016-01-01 10:59:32,7,11,31,38,43
2016-01-01 10:59:37,7,11,30,38,43
2016-01-01 10:59:40,7,11,30,38,42
2016-01-01 10:59:44,7,11,30,37,42
2016-01-01 10:59:46,7,11,30,36,42
2016-01-01 10:59:48,7,11,29,36,41
2016-01-01 10:59:48,7,11,29,36,41
2016-01-01 10:59:51,7,11,29,37,41
2016-01-01 10:59:55,7,11,29,38,41
2016-01-01 11:00:02,7,11,29,38,42
2016-01-01 11:00:03,7,11,29,37,42
2016-01-01 11:00:30,7,11,29,37,43
2016-01-01 11:00:39,7,11,29,38,43
2016-01-01 11:00:42,7,11,29,37,43
2016-01-01 11:00:51,7,11,29,37,44
2016-01-01 11:01:03,7,11,29,38,44
2016-01-01 11:01:17,7,11,29,37,45
2016-01-01 11:01:17,7,11,29,37,45
2016-01-01 11:01:26,7,12,29,37,45
2016-01-01 11:01:30,7,12,30,37,45
2016-01-01 11:01:35,7,12,31,37,45
2016-01-01 11:01:36,7,12,31,38,45
2016-01-01 11:01:38,7,12,31,38,44
2016-01-01 11:01:41,7,12,31,39,44
2016-01-01 11:01:42,7,12,31,39,43
2016-01-01 11:01:43,7,12,31,39,42
2016-01-01 11:02:24,6,11,31,39,42
2016-01-01 11:02:24,6,11,31,39,42
2016-01-01 11:02:27,6,11,31,40,42
2016-01-01 11:02:28,6,11,31,40,43
2016-01-01 11:02:30,6,11,31,40,44
2016-01-01 11:02:44,6,11,31,41,44
2016-01-01 11:03:23,6,11,31,41,45
2016-01-01 11:03:28,6,11,31,41,46
2016-01-01 11:04:00,6,11,32,41,45
2016-01-01 11:04:00,6,11,32,41,45
2016-01-01 11:04:06,6,11,32,41,44
2016-01-01 11:04:09,6,11,32,41,43
2016-01-01 11:04:10,6,11,33,41,43
2016-01-01 11:04:18,6,11,33,42,43
2016-01-01 11:04:39,6,11,33,42,44
2016-01-01 11:04:44,6,11,33,42,45
2016-01-01 11:04:54,7,11,33,42,45
2016-01-01 11:04:56,7,11,32,42,44
2016-01-01 11:04:56,7,11,32,42,44
2016-01-01 11:04:57,7,11,32,43,44
2016-01-01 11:05:00,7,11,33,43,43
2016-01-01 11:05:00,7,11,33,43,43
2016-01-01 11:05:06,7,11,33,44,43
2016-01-01 11:05:08,7,12,33,44,43
2016-01-01 11:05:10,7,12,34,44,43
2016-01-01 11:05:15,7,12,34,45,43
2016-01-01 11:05:16,7,12,34,44,43
2016-01-01 11:05:19,7,12,34,45,43
2016-01-01 11:05:29,7,12,34,45,44
2016-01-01 11:05:29,7,12,34,45,45
2016-01-01 11:05:29,7,12,34,45,44
2016-01-01 11:05:29,7,12,34,45,45
2016-01-01 11:05:39,7,12,34,44,45
2016-01-01 11:05:41,7,12,34,44,44
2016-01-01 11:05:49,7,12,34,43,44
2016-01-01 11:06:01,7,12,33,43,44
2016-01-01 11:06:22,7,12,33,42,44
2016-01-01 11:06:24,6,12,33,42,44
2016-01-01 11:06:33,6,12,33,42,43
2016-01-01 11:06:46,6,12,33,42,44
2016-01-01 11:06:48,6,12,33,42,45
2016-01-01 11:06:49,6,12,33,42,46
2016-01-01 11:06:50,6,12,33,43,46
2016-01-01 11:06:55,6,12,33,42,46
2016-01-01 11:07:00,6,12,33,43,46
2016-01-01 11:07:02,6,12,33,42,46
2016-01-01 11:07:06,6,12,34,42,46
2016-01-01 11:07:13,6,12,34,42,47
2016-01-01 11:07:15,6,12,34,42,47
2016-01-01 11:07:15,6,12,34,43,47
2016-01-01 11:07:15,6,12,34,42,47
2016-01-01 11:07:15,6,12,34,43,47
2016-01-01 11:07:25,6,12,35,43,47
2016-01-01 11:07:29,6,12,34,43,47
2016-01-01 11:07:34,6,12,33,43,47
2016-01-01 11:07:43,6,12,33,43,48
2016-01-01 11:07:59,6,12,34,43,48
2016-01-01 11:08:02,6,12,34,41,48
2016-01-01 11:08:03,6,12,35,41,48
2016-01-01 11:08:12,6,12,35,41,49
2016-01-01 11:08:24,6,11,35,41,49
2016-01-01 11:08:27,6,11,34,41,49
2016-01-01 11:08:30,6,11,33,41,49
2016-01-01 11:09:00,6,11,33,41,50
2016-01-01 11:09:01,6,11,33,40,50
2016-01-01 11:09:07,6,11,33,39,50
2016-01-01 11:09:11,6,11,33,39,49
2016-01-01 11:09:14,6,12,33,39,48
2016-01-01 11:09:14,6,12,33,39,48
2016-01-01 11:09:24,6,11,33,39,48
2016-01-01 11:09:32,6,11,34,39,48
2016-01-01 11:09:41,6,11,34,38,49
2016-01-01 11:09:41,6,11,34,38,49
2016-01-01 11:09:44,6,11,34,37,49
2016-01-01 11:09:50,6,11,33,37,49
2016-01-01 11:09:56,6,11,33,37,48
2016-01-01 11:10:04,6,11,34,37,48
2016-01-01 11:10:11,6,11,34,38,48
2016-01-01 11:10:12,6,11,33,38,48
2016-01-01 11:10:15,6,11,33,39,48
2016-01-01 11:10:20,6,11,33,40,48
2016-01-01 11:10:24,6,10,33,40,48
2016-01-01 11:10:24,6,9,33,40,48
2016-01-01 11:10:24,6,10,33,40,48
2016-01-01 11:10:24,6,9,33,40,48
2016-01-01 11:10:32,6,9,33,39,48
2016-01-01 11:10:46,6,9,33,38,48
2016-01-01 11:10:50,6,9,33,39,48
2016-01-01 11:10:52,7,9,33,39,48
2016-01-01 11:10:52,7,9,33,39,48
2016-01-01 11:10:52,7,9,33,40,48
2016-01-01 11:10:52,7,9,33,40,48
2016-01-01 11:10:52,7,9,33,39,48
2016-01-01 11:10:52,7,9,33,40,48
2016-01-01 11:10:55,7,9,33,40,48
